,answers_question_id,answers_date_added,answers_id,answers_author_id,score,comments,q_score,n_score,total_score
6169,0101882734ae49bab36a0e26d63406ce,2014-04-07 20:58:33 UTC+0000,bc956f3ca92641579aad7c78b108f62d,c84b7719b1e14c80a5ad3ab52dddad3b,1,1,1,1,3
2166,010654d937aa427e9eaf794e6503f738,2016-12-12 23:49:44 UTC+0000,d50aa866903a46e3969f8102578caa79,416321b48a634ac8a53602625f0a5d40,2,2,1,1,4
4146,010f5ca446fd41d2a5a82c4b6d65462f,2018-03-20 03:45:48 UTC+0000,38f5dd14e95742928f394f739c9d65e9,720e334c824e48fa914ccdd60a8ed706,1,1,1,1,3
3284,011092d9921744529c62a3c4e3b06315,2016-10-13 00:57:16 UTC+0000,66d15fd3e9dd4b92a3d70499f345b826,e49afb6abdd945499c657e92dee5667f,0,1,1,0,2
1408,0112173b65854f6f9183e7e3a6c74b98,2016-01-06 17:13:06 UTC+0000,153a7f93d6654552817f1229a07a21bf,6ad3f70feab84008adc5d271190a813b,1,3,1,1,5
3869,0122d9d3f7d4419a9131bebba94a8072,2016-05-16 17:44:13 UTC+0000,a1ac9c5ab79c4e67943a36f62501cd6a,04df52cae7db418faf5f9b285799ea5d,0,1,1,0,2
806,012fe68d05d24405b749274cd24e35f5,2016-05-02 23:10:04 UTC+0000,dfd6fe9dd75749a29f7e8c48d5d9d53a,9ff0eb71ca934790859ca1bd0ed523a7,0,1,1,0,2
5685,013d0aca75b548348fc10b918d39a831,2016-06-02 13:59:11 UTC+0000,920ae495641643dbb0441e6f17bbb861,2e0e85c9b38f44c9be0e0834e15c1894,3,3,1,1,5
191,013f0ece517b4f428f80e768085a0cde,2016-05-15 13:24:10 UTC+0000,fa537564b5d143c98c6dda52c5d787b6,58fa5e95fe9e480a9349bbb1d7faaddb,1,2,1,1,4
1531,0145b78807054747b374185fc5eac383,2016-07-31 18:10:20 UTC+0000,a2f9c93853c041a58fd3eb77fe06c6b3,58fa5e95fe9e480a9349bbb1d7faaddb,1,2,1,1,4
4729,0148cdb3c71243449e1579bf71789557,2017-10-30 18:37:57 UTC+0000,329631501dbc4ec683db4536111aed56,96665262f1a841bc86f5a4fe7e24814a,1,1,1,1,3
5672,01494fcc92b14c688aa2e0f036798e2e,2017-01-18 18:48:45 UTC+0000,dff23c6bcaa84d60a0df69ab380b58da,dbfc21fbff414832beed41c7a5966096,5,8,0,1,9
1085,01556fb7ca424fb1b646fc4c2448faba,2017-04-01 15:37:02 UTC+0000,29b0614f65cf4b6cbd6620dbfbf8f2ce,be5d23056fcb4f1287c823beec5291e1,0,1,1,0,2
1817,01576b2e3102418388d3bd02c200ca4c,2017-04-27 01:16:45 UTC+0000,f15ee191d8aa46d99989bb08699f4e4e,78523f2890474f82b6b838d7b4ea12f8,1,1,1,1,3
134,016925d357484fbdaaafd81c8fb188a6,2014-04-28 02:36:23 UTC+0000,0e4a209f736a4fc0939d26dc0441f520,e4e7cc05a0b64cd6b02168d404a45d4f,4,1,1,1,3
2432,01823e920865463abff3ad98c5531688,2016-06-03 00:58:44 UTC+0000,161704e28df941c0a846b80f3b98824f,c232fdc3917c48ffbb7c9375a460d358,0,1,1,0,2
6505,01a7dd10813e49a68a4135ac13e75b61,2017-10-19 16:30:40 UTC+0000,5ea796911c7a44ffac8998bd721af09e,7919ea19db274c1fb862f3456cd25ac5,1,1,1,1,3
1201,01b0dc3884774163a7283f572aef8863,2018-11-14 17:57:50 UTC+0000,9d64730c5ce343ed81baed11e95e0ade,da0a1ad0a15b4679b71334c176bfd9fb,1,2,1,1,4
4494,01b203b2f6564c38a204c78544d3ac8a,2018-08-23 12:37:50 UTC+0000,1e4ba66f8ffa4b35b23faca5000e5cf4,589e6afb217b4445849ab7b12a871c7e,0,2,1,0,3
5311,01b7df7273454b88aec945a9b4c4caed,2016-03-01 18:58:37 UTC+0000,37b40a1be7324659b7c60b71ce98512a,ed54d56550da44a897658c588dd5032a,1,1,1,1,3
1966,01e57b939e2e4d018dea0aefee6b5ddb,2012-10-01 21:36:57 UTC+0000,b5ad68eff41447d2a353886f57933def,560a4bb63dad4df7b9a81efa29c11231,1,1,1,1,3
5563,01f50b35c9fb4013b7c7192f70670b35,2017-01-04 13:55:27 UTC+0000,bb7b582f1b3f400a8c650655275f7beb,369f1c8646b649f6997eae7809696bd5,1,1,1,1,3
7494,01fb0f9c3b1a4e32af6538e97b07859a,2018-06-22 18:44:11 UTC+0000,dceaec6280b9400e9f1a5e5b458a032e,cb3d08d074bf4e2eb4c94c66d3f26b19,1,1,1,1,3
3329,01ff2888e5fc4258b5d1af25fe9dd79c,2015-06-18 18:08:31 UTC+0000,260f236a8b7d4209bd0552fafa3ccf3f,a1006e6a58a0447592e2435caa230f78,1,2,1,1,4
4609,0227ac7df92842848cc531933b008e3b,2018-03-07 04:48:07 UTC+0000,c373189611f24b14924e83caa5526af2,1bfcd309eb354ee7b56ae36b60e86ef9,0,1,1,0,2
5605,0244584b7fd6416096d96d9dc6e31545,2016-05-05 21:43:37 UTC+0000,8964cc44cb004d08b679e56845ad86c7,97b06576926641838472728d198cefea,1,1,1,1,3
2558,024bff1d623044d685bf464d18dfcb42,2018-03-22 14:25:14 UTC+0000,850bd425a94d4ddfb31c74dc48dec95d,ba6c53e199cc466cb30ba3508f4286c0,1,1,1,1,3
1941,0270df45c1354eaba662cfce255e15b8,2017-01-17 00:59:10 UTC+0000,6c0da78acc2c486ab4b0875db7f384e2,a1006e6a58a0447592e2435caa230f78,0,2,1,0,3
6429,02729beecd9e4871be45c9a8284bb892,2018-06-16 05:40:16 UTC+0000,120b144ae67e4919874b363b3a7f3cf1,30a510b81eed40d08fc5e5fefdd87226,0,1,1,0,2
345,0273da1250624d8f80498be3481556fa,2017-04-29 20:57:21 UTC+0000,9dc61ed10d764dc2b76d7da388a582ae,be5d23056fcb4f1287c823beec5291e1,1,4,0,1,5
7419,027722cb9e284abda9b3f05dcd3baf0f,2016-05-24 23:05:02 UTC+0000,883d3c0dd70e4a0088220b9d20063281,030fcbbba31647938b176a90c04e38df,1,1,1,1,3
2282,027973e076fa412e8af77a89c89689f1,2015-02-26 00:23:30 UTC+0000,c7e94ad46a004f28a77a1412a13cf4dc,52878292c36242328763dceaf8002e53,3,3,1,1,5
4315,027ab0d4629a46988ea1776bf54b2be1,2016-04-17 00:16:23 UTC+0000,7eb96dc4f21142debc4bfa0db0e0f1a1,58fa5e95fe9e480a9349bbb1d7faaddb,1,5,1,1,7
6011,027ecc7704c346f598a0b6584e3f3c88,2014-04-07 15:42:05 UTC+0000,a63b61b577f54fb78ffe6f032d8b7efa,861fca48f47c4fccae43a799f4442684,2,1,1,1,3
7539,0281ea4572e248e3be4214e6f25687d2,2015-10-13 15:52:02 UTC+0000,4f7b889d90cd47eeb1fc2d13d7c0cdcd,c3c345b8e5044054a0544296ac29cb88,1,1,1,1,3
1545,0284380052104b3aba7e485541a36915,2016-03-01 17:03:57 UTC+0000,66172aaca725498c8042546576b7f31c,7d425e8d7cfb4fe7b0702fff4d6d84e7,1,1,1,1,3
2612,0285ed4ea0a348f9900f3526775b3648,2016-05-23 23:25:18 UTC+0000,cd3df35652fe4873a4c5e67ffaecd926,9798c8df06244283ba14d30978ec318a,0,1,1,0,2
406,028dcf3059fc4f80941505cbc9d5ca66,2015-03-04 13:25:08 UTC+0000,e9384a5bd54a4fc783002f888feda7fc,8526230b44c94173b69d71d5d2faa161,2,4,1,1,6
6682,02a8a9a67fb4420cad28401d9d1b37a3,2012-01-25 20:53:32 UTC+0000,7f3aea0e7e7f416ba2cc7b0ffe8297be,44b2484ecd3642c6a47514f3876cf14a,1,1,1,1,3
7197,02b4da1dec564e8490f33f02bdd8ef30,2014-08-08 08:59:28 UTC+0000,755704be7231469aa26543534309dcd2,16ab1a87349a47ceabf559df71f4cf4d,0,1,1,0,2
5757,02bb0b353a134b3ab6419f3363403e84,2015-01-27 17:26:53 UTC+0000,fc6cb34eabf14aa2bd371bff0812eeda,13b55ed4834e4814bb33a4c87001063d,2,1,1,1,3
1094,02bdb7101f904440af04c3c869136963,2014-04-26 22:16:07 UTC+0000,bcd537d6ed1f4ce2bbdcc9db38d55fe8,fe4543418c0846e5a65fa22b4ad9a304,4,4,1,1,6
3907,02ced82d7d3b4023a527453e143dcc85,2016-05-02 17:50:21 UTC+0000,7d2a5fcef3b74e11bb4f5402bd2e0467,fe5fc534894e45c191e87f8c2ea0c6bd,0,1,1,0,2
4061,02dac0fbf2804e9ab5e146a10178d26a,2018-01-16 18:59:14 UTC+0000,06544021914e42c0a47da4c72c499eb6,f46b9949552c49fcaea5c9aa624e2ddd,0,1,1,0,2
1580,02e3a794cf044a0bbf7f4bf67d5c4d3f,2014-06-03 19:00:27 UTC+0000,4794c024b85e4d6094e0504046954b2c,4e83c480115f4088863b058efd376760,2,1,1,1,3
1863,02efe7d75dd04a54959ee4b6b2b88890,2016-05-18 01:56:30 UTC+0000,b388e0de07d442aab88f3360b255c78e,8b00da59556b47ec82c295c4a5c911c1,1,1,1,1,3
6954,030234efee344a9587c9272b3b6c1848,2014-05-06 23:30:26 UTC+0000,c4ce423dc2914b67802dda05951582eb,e0fbfa616ab7409b8263f4afa590fcc1,1,2,1,1,4
592,0321db659be44db1a7b323204e403d2f,2016-12-05 08:28:25 UTC+0000,a83b19f7295940fd88169e54c67d73ad,c416c4824bb04d4faee8bc6f7f2ed6d7,0,2,1,0,3
2659,033462681c154af19ab53c1bbfe7e8c3,2016-04-27 21:26:26 UTC+0000,3a1b7465d804402c80dd1c38ec816565,c39329e6c790449f812590c3b897aca8,2,1,1,1,3
7765,0338e3d91ef647e09c769a050f545ba2,2016-05-23 23:57:28 UTC+0000,309959628002452aacbc4d503ebe238c,5b85a1dee8b74d79a87d53e758d897c4,0,1,1,0,2
1588,0373105e845441db9b258315fcbf8b6e,2016-10-27 14:40:27 UTC+0000,486759bde182499180d1012746bf1d47,1b3258746b82413dba89747b9dbedb47,0,2,1,0,3
221,0378368b9db74ee1bf8cee2ad970dac8,2016-01-13 21:31:06 UTC+0000,7068e06f182c4b00a4a60c3815348d4b,a1006e6a58a0447592e2435caa230f78,0,1,1,0,2
7676,038a860519f449efadeedcc62b244740,2015-01-02 22:02:52 UTC+0000,d13db9d074c04de4b5f1527d21b0bc41,b688e766eed04a37b7abc9218aca1ce4,0,1,1,0,2
6994,03b7422455c24c36ad3219686d863107,2016-11-16 01:53:10 UTC+0000,583771cfca9e428998941843c2bbcb27,c7174378cda74e0886100523dde4913a,2,2,1,1,4
315,03eee1ca07174470b160717027ab46d6,2014-03-17 13:12:48 UTC+0000,00893aa46dc34fc1acd22aff6dfeb294,79b841ed883c42c8a943f673a161f097,4,3,1,1,5
106,040c1e6667064595b796ed2df58da7be,2016-10-06 00:22:44 UTC+0000,74227f9ad9f44d0ba3e4153208057e89,c120bf1e8edf4d39a91b53cfb1bba482,1,1,1,1,3
6084,040f9c98fa5a49c98f54a91bc082b65d,2016-01-06 20:23:58 UTC+0000,ff76d1decf8e4b6e8028f18a50cac471,6ea2a8a29d904015959ae16913092ac0,0,1,1,0,2
2958,042b39d44791491e9207ebccbbbe5eb0,2018-04-12 13:04:13 UTC+0000,abf1b83d89414fce8b22e974705e7718,c44a6a7eca4545c6b67cd5450758aaa5,0,1,1,0,2
6936,042f1a12ba094d8baf2e9f6dea009be9,2016-06-22 14:22:03 UTC+0000,d400dfcef0574b509c4d3ecda030bc06,ed3d991e46944d7e95ef8eee2f0d555d,8,11,0,1,12
840,0448543f5f9a4b4e9eba5e014e8e5608,2017-02-12 21:08:25 UTC+0000,b807fd24c2b24d918dcda615e272a2d0,327e3aeb0e174b8bb49ab6bc75ca3f89,0,1,1,0,2
7843,04541dd0d8fb4ec2a6830b284db565f7,2016-11-24 03:39:41 UTC+0000,cb83340800ee48d08ab3c6b0382941b2,58bdb45dd1974b2e88ef9e76afa07b80,0,1,1,0,2
3294,0473478963714504854aefa9fd0fcbbd,2016-06-10 18:03:39 UTC+0000,a4bed13cee894cfa9755a8737b574852,e2e9695ffa174e2a900d9ba310edc836,1,1,1,1,3
3414,0478c08684f64612b9792e568cd481cc,2018-04-03 02:37:23 UTC+0000,c9423217734b429b966cbd34a8ea8f28,eb22c84af3e84552910964846054d2a1,0,1,1,0,2
6399,04870a521c9d42c0ac6de2d8cf9da6f5,2016-05-26 00:23:43 UTC+0000,64981e1373b74286bada4b11ca36db16,dcf1a523480f4051bebadea27b812821,0,1,1,0,2
7470,048e753bab4e45188365636750f7afca,2015-12-12 22:09:09 UTC+0000,05b8028b21e44db195de1a36e950d21b,a1006e6a58a0447592e2435caa230f78,2,1,1,1,3
7599,0493666966cb4a26b0ba7a8b7bf85910,2016-04-25 08:31:42 UTC+0000,7643cefbf18b4a9987775c3abf161275,e01894b52bfb4eabb8791beaef276fa7,1,3,1,1,5
4332,04a36d521abc4c0f92ee961d8b5bcf45,2017-09-04 10:51:34 UTC+0000,7255e4279e78408d9d4a595ca35db79e,b342ccddf46547bb924181e958432391,0,1,1,0,2
6310,04a7584b2f824f1980ee696a636523f2,2016-10-30 21:11:06 UTC+0000,820baf2dd4fa405e97e4004959a842d7,a1006e6a58a0447592e2435caa230f78,0,1,1,0,2
2472,04cc0ffd8cc4455d993b16e79354babf,2014-05-01 16:33:28 UTC+0000,8ccf15d50938406382b385e2d8ebd1c9,fe4543418c0846e5a65fa22b4ad9a304,2,4,1,1,6
2109,04ce49bb3d224e218f3368da961edc8b,2015-02-18 23:33:03 UTC+0000,fe25f7fe3526446c9eb99da965636c69,f4b9aa952f8b447898def2503bc540f3,2,3,1,1,5
5556,04f7cece3ea14beb8f1e52f6bbb92d73,2016-05-21 16:20:03 UTC+0000,17b2473a43fb4084b5d8c84ed12cbb1c,58fa5e95fe9e480a9349bbb1d7faaddb,1,2,1,1,4
6091,05029ae4d11d4467bcaf5c67a0af8542,2015-05-06 15:25:04 UTC+0000,e5616babd5f04be991aea1e94b3ec5af,369f1c8646b649f6997eae7809696bd5,0,1,1,0,2
7745,0513cc7b00be452db9bf6166b368b311,2014-04-28 01:31:40 UTC+0000,da27071e69214d4eb449b82fb279d0cc,fe4543418c0846e5a65fa22b4ad9a304,5,1,1,1,3
4242,0515341c26de432e981c0b41084d1718,2016-04-26 04:32:22 UTC+0000,bfc51a3491a14a8e8887da21b5137f35,19c30dfeabb64b108617c81d87f538fe,1,2,1,1,4
146,0518dbb8d67d4c29abf74921a6fa8f9b,2016-06-17 04:21:30 UTC+0000,3d68e651e316498fb6c8d7b777d75465,dbfc21fbff414832beed41c7a5966096,3,1,1,1,3
1474,051e94bf704646929682ca7bd357867f,2016-06-25 04:26:47 UTC+0000,2e04e502e8cc4e7781878838e99e2b92,58fa5e95fe9e480a9349bbb1d7faaddb,2,2,1,1,4
1391,05216938c2c542948767067c6029b34d,2018-02-03 13:40:17 UTC+0000,75c8481181bc48eb901333af29f9695f,a6d33c38902546849c36ea7e9e9f0870,1,1,1,1,3
6623,054b269a0f5c4cd3a4d618bde9ee52f6,2015-04-16 14:39:14 UTC+0000,9b831b7e2f8d43f582ec6582d4eaa80f,0895796423534563adcec1c208e9e0bf,2,2,1,1,4
2334,0561af2f70f14d5c9204456fd7655c54,2018-09-28 22:19:28 UTC+0000,cb29d7f3ff6545afbf6066cd758c9c64,4c1333590d234f9bb0f4cf0eac4c6efd,0,1,1,0,2
4237,0563b03c08454a3baaef34564e4f30f1,2016-04-28 22:58:45 UTC+0000,a31b4249fc494dceb21f44b4d5e2d1d6,10005df177a444198e4a6052d8ac7502,2,1,1,1,3
1984,056b405aac1a4be0bab4a3647e72a7e3,2018-08-23 11:31:17 UTC+0000,a7d764352c7f4a00b660700ba63a10aa,36ff3b3666df400f956f8335cf53e09e,1,1,1,1,3
5196,056bd5835bbe4c389948481f107555d2,2016-06-23 23:57:08 UTC+0000,2c3bb8cd31df4e48a5d1d6bc338e778f,7e355a8e3d9646d0bb64cabdbcabec03,1,1,1,1,3
6452,056f437cfa9846b19f69d36a819f4b85,2017-12-02 13:47:20 UTC+0000,f7ac7f56f01a4e9d868b1328766b9259,eb22c84af3e84552910964846054d2a1,0,1,1,0,2
1158,0577aea6b7bf41fc9282d6673c7420b7,2016-07-28 10:53:13 UTC+0000,fc864a728faa45e1b1bbb7f6d5465b1d,d7b49abd3c014c9c8226d13eb15e2b75,0,1,1,0,2
7648,057e9dcc3c7e4b93825170808839e08a,2014-02-13 20:21:01 UTC+0000,a711ac08a1cc4ef3a0a218b719a3a2a9,4b7737cb8c46400795bdba3a4f333997,1,1,1,1,3
5719,059a4c2acba846de9dde48d46611e24a,2016-10-04 18:45:04 UTC+0000,c593bb5333ea47dd9951e7b0b7d01a05,369f1c8646b649f6997eae7809696bd5,1,1,1,1,3
3771,05b1f17cb07b4b619e2b6b9884fdd8a8,2016-07-12 15:24:59 UTC+0000,74616fb56b2a478bb8b362953ab02ef5,1f52a53f782c46298b933a5f70d28f67,3,4,1,1,6
3486,05ce67c162c9488bb74170a4471f9bd3,2016-05-19 21:52:03 UTC+0000,adba66328bcb489bb257be3079845784,06eebab6ea4f421daa1c7ebfb4467021,0,1,1,0,2
4362,05d4d0c2b3bf49b6a789c5e766d72724,2015-09-04 20:23:59 UTC+0000,758128bde2b04973970014a913f7bfd5,a1006e6a58a0447592e2435caa230f78,0,1,1,0,2
2625,05fb19acbfe04a11992057e94abe9f23,2016-05-30 01:47:54 UTC+0000,ebf2198062174238af9c65aa02517135,58fa5e95fe9e480a9349bbb1d7faaddb,1,2,1,1,4
4278,05fdfa6ae9c14a9b8582b819cecbb7ef,2016-05-11 11:23:30 UTC+0000,5862953c729c4932a61cd811696faa00,31b36a4f8fbb4ff68acbbf357c09a899,1,1,1,1,3
4000,0605a344a48a4670a3638ff3e6627109,2016-05-13 21:02:16 UTC+0000,aa25e48fe0934218993d1f612dccf817,31564c8758784fa29062ff4b26f8739c,0,1,1,0,2
3450,063f2e9540504b06b83dcaca45771797,2016-03-02 00:18:01 UTC+0000,5b069bfc1aef4b75a6a1dfad3275d52b,b0c0a365e2f34e55a607c3f30796a14f,2,1,1,1,3
5450,0646ee69c0a04c9db01f2b286ba8229e,2017-01-30 22:14:56 UTC+0000,05cae8b36163403697d1a9083f73cbf8,036358eed7044c66a6058d1006fedbad,2,2,1,1,4
7266,065a8e254bcb48bf90b04760369c40a3,2016-07-22 21:37:38 UTC+0000,7165950ec41047dd9a2a0c9f4ee9b232,8147e4d83ebc47b689901dc534981de8,1,1,1,1,3
1244,06630466f0394f148e2dc1d74cf9d785,2014-03-11 22:02:49 UTC+0000,6378a84ba38644a4b8ed49144449bbf5,564ef581bed64addb3cf0ff0ab652ffd,1,1,1,1,3
1108,0668158d1319460fa16c6ddc92896423,2015-04-09 23:08:56 UTC+0000,38fd627423434ee6b22f3c86e6f6fecc,c43e769ab4e049f38d04aacc8e7d21cb,1,1,1,1,3
6732,068db16771de46c992b4070b5b4ae357,2015-05-12 14:09:57 UTC+0000,b0ebb7e81bc24ddab790da040ab763e4,28f81c09773b462887bfef08edb7d874,0,2,1,0,3
527,06959542e5ae45acbcb5cdb695d3a3f3,2016-05-12 02:16:00 UTC+0000,7123d3e0d62c445295239585c1bd3d5e,2706ab56034d4ead87747b981d4aa741,0,1,1,0,2
1260,0699a9fd770641c5b5d987c465f97e41,2016-04-28 22:09:00 UTC+0000,4f15760b2dca46c3b236663b50311f5b,500156c3bc7147b987ed97001f45853a,1,1,1,1,3
1884,06ab800396e0457a973affbfa935777b,2012-05-28 16:00:19 UTC+0000,490f211ff2874a24a0ec8664e590accf,5a4a16842ec64430ac3f916aacf35fe1,2,1,1,1,3
2959,06b2958339874893b9e909cbf764be5f,2016-05-07 15:06:56 UTC+0000,c16ff81e9a5e468d98f2e0021ee8257f,e2c160ebc83b4f93af07af4850f0ae4c,2,2,1,1,4
5383,06b54e4384cf4686bc2cd4e0ecac89da,2016-09-07 22:25:38 UTC+0000,d922741eb4ce4f4fa881d474ba7754fe,a1006e6a58a0447592e2435caa230f78,0,1,1,0,2
4423,06c03b18ba5d42a7aa190f6c3065cf2c,2018-04-30 01:36:27 UTC+0000,20fcbeac7375423fb2bae52afb06acf1,6528a2e859cf4409be758ad4ee913067,0,1,1,0,2
1342,06c8890592fa4f19889d247a3ab1b664,2016-06-18 10:52:49 UTC+0000,ba82e5dae7094d54bc9b670964743759,58fa5e95fe9e480a9349bbb1d7faaddb,3,5,1,1,7
5661,06edbbb885274a6e8484ba49a3b657ab,2017-02-10 17:30:31 UTC+0000,1dabf596e16b4f13b7020bd39157a046,f4caf68d62934486952305044ebbf19c,0,1,1,0,2
470,06ef3395a6a542de9bf3499c8ca87f01,2012-09-09 05:03:30 UTC+0000,3147b169cd4a4f71b9db4bc28ed59573,29066f5ff3504a91bb7bb304ae6890cb,1,1,1,1,3
6157,07033105cd554519a727ba52fd5a8a03,2016-09-11 15:52:37 UTC+0000,a5a4ac4eac5f47328d64778c6c3e4fce,668fcd23f6944bdd816d636d777ed7a9,0,1,1,0,2
7436,0706b77d13194540b390a52e3cb2ff49,2017-03-02 20:32:07 UTC+0000,4e43d397fdee47ed89da9d894b93f9f0,a6ebcb55beb5417e9b35320b4067c7d4,1,2,1,1,4
911,071b8b511f7245d9bd1de3c0981d71bc,2017-12-03 01:08:29 UTC+0000,0f542fda385d495197af4be56c058e9b,ffbcfa4902b143c388d378296c1ba697,0,1,1,0,2
6780,072160079aab4feab1db189557e3edd2,2015-07-29 17:07:42 UTC+0000,30e110de83534889b8da1fab8b65b00b,ee883f40aeb444f8a535503253349eb4,1,1,1,1,3
4965,07328304dfaf49749c387676a7f2245d,2015-10-23 14:45:48 UTC+0000,d0ad5ed4920b42c0aebf6e63e34ce7a6,369f1c8646b649f6997eae7809696bd5,1,1,1,1,3
3261,073ad29b69e74e448f8a215b73068dde,2018-10-24 05:44:47 UTC+0000,dab79be83eb64330bfa5f144919ba0b0,9942549e0af847c6b6aaa1906f9fa208,0,1,1,0,2
3178,074435275d5a4034a6274b80520ddbbb,2017-01-19 19:25:25 UTC+0000,08bfee3b75b2431f96ed0b0c7dee7879,41d28ab2ad464f2b996625af681afe7c,0,1,1,0,2
5178,076890e8db734f308ad48565ef755c22,2016-05-30 22:38:36 UTC+0000,a065f0fab67d474d8f434ade9e788a98,35da171c6a334dbd939ac938c47c4052,0,1,1,0,2
7746,0772d1ebf8aa4b5aab26107464eb5f26,2015-06-25 17:57:16 UTC+0000,d42fcec7e523418587184f341e3b52b1,05444a2f42454327b2ac4b463c0adbe0,1,1,1,1,3
927,0792fcd76a4e47c8a65ae77d5b095c5f,2017-02-06 20:35:07 UTC+0000,d9f64ee1259b43ac8a77f1e3dd0ecffd,9fe81ed27a9b4926b5d2944d69d5e0c8,2,1,1,1,3
4685,07a27951d536419e84ae5f78f7cf1d6a,2018-01-29 16:18:18 UTC+0000,b16b7c66a1264ed583536ac363037295,2a54e5aad834443bba5dffd2a728430e,0,1,1,0,2
560,07b3f794ef374e96baad5dceacee808e,2016-03-09 13:13:56 UTC+0000,c357791103e045158b49d12a7901315b,a1006e6a58a0447592e2435caa230f78,0,2,1,0,3
4005,07b501cc812e4fe7ba13aa8f690ae3ee,2018-01-22 00:13:03 UTC+0000,1040905d63304ba6878367cc3ab04d06,cf4d747b013247c08775128477da5502,0,1,1,0,2
2204,07bef029c9f94e589cbc25fccc6afcb0,2012-05-02 00:15:09 UTC+0000,5f60bf04681248178242208fcc54254e,9c5803ae43ca4cf6b27ea85871625116,0,1,1,0,2
5068,07cf138173464fd9bceeb0d79530ae3d,2018-06-01 11:26:11 UTC+0000,62d385835e674119a53fe4ecc77db3ad,36ff3b3666df400f956f8335cf53e09e,1,1,1,1,3
5473,07d31089452846588cfbcd6898c1bf4f,2016-05-27 13:55:02 UTC+0000,10b95d02d9e841fea99fe1396b329ccf,eb4c694e0451439bb93aa9b463297b38,1,1,1,1,3
