,questions_id,answers_id,professionals_industry,industry_codes
24,a14e9100a0444e159f59e71b016a60ee,c8ac501ed357453d859562a0f61dd693,Other,274
25,ac089a1f25184fa491a81fa7c31a9a58,852e2a3f132b4d5482b0646dcf439f0c,Other,274
26,bc83d24465d745cb968b2e2be5626861,dee6d866fc4f4fb8a0eead4bcd8212a0,Other,274
27,c8e4178889384616b66ba95072367c22,a071915a90ff42f7a06cd861a4ac81be,Other,274
28,d558a1d8e51242d9823f29ce72030c3b,852f2850df05422883fe6189ad4ed2d2,Other,274
29,dcbb6ad4eb0840329f1747fb3a10b1fe,fead5429ccd14d14a66b8f54dea53228,Other,274
30,e0d3a0cad5364633aa4a93137613941f,52962dc0c32f41dba9280c01d6c6d994,Other,274
31,e11b21ff6b7144e18939571b63b1bf0e,cea5d02e368647a286bc29b258aec457,Other,274
32,7a74661f62164ab1b45eedc2bf703dcd,c61d10eb935e446caabda80bd05efdf7,Special Events,331
33,9ecee21d043f437592d92506ed8b66ae,cb740ce0053d4958bf76a113233ad01d,Special Events,331
34,d2eba579f10c4ff7b976977ab8a04606,4f7043058c3c48649fd9417d251aa600,Special Events,331
35,685fef3a67054985bc1c7eb0ac29e5e3,558f13d2230a4f6190918a917b29a45c,Other,274
36,ca1aa87edb39433f81e145b0a31848b8,f4b052b884df4e058abf457ceb885755,Other,274
37,641dcac85499460999c635008e3e4415,5ad1524b55b644bd8a860bfecdc9e03e,Other,274
38,63b054a38b884e7f84f2f19ea9d1d0f1,38632ab7a7314fc38526d6ced7b42468,Other,274
39,20d599cd4d3846bcbc257066bf6b6ce7,a30e765d8e804b399879d9f7634045a9,Other,274
40,239cc5f7af434c4e9b8c7529a3ea03f2,5bc446e73819442d843565436822a8c7,Other,274
41,24c90ef5d22442238e038db8e7e6c6ac,747707d49a6e441182e4e0ea7e41e7b1,Other,274
42,2afae3f3360f4232a0538e471520317a,eb6961ba876240c1b92f732fdbae913d,Other,274
43,5f31c8dc746945edb56b4c93d03113ba,c64d083e0df74b9d8f1680aec42c45cd,Other,274
44,964dd016ee694f7ab97281eba6c41932,9994509e0e0740ebbfac6dc72d201fea,Other,274
45,c85e86f6f4894e2eaf22fbffd1c20818,6eddf83970e746149aa7116d571b3cbe,Other,274
46,cb443a0cb9364c02bf56cd6290cdcb9e,387c8b77a2cb4c13b79296d201a6dacc,Other,274
47,5e01fb0daa814c938826b5d87b5a3285,6e0de6ea63c94babb4f0dc91a27a5ad1,Other,274
48,7886ce513f104d4888e53ce909636a84,e392fd43c3d04b65be45b1be2441834e,Other,274
49,95b06f6b474d4335bcd5e15396f117bc,2f5c0aaec1db45d5b69d1b048cde81f9,"education, tech, media",373
50,09cbe9464fbb405da81c24b7412b8683,cd241d001bea4300b77a323c96c7062c,Other,274
51,4bd22e9a9a8f450aaa7c5bfbab42a350,f6b853bec98c40539e2e18028c7138ef,Other,274
52,4c62cc26d3ff4335946861cf136fbc3e,1efd85f9e6ef44408758ea11236065a5,Other,274
53,7614fa32a6894938ac7b517974fba57f,53514a947a5c47f6bea05153fd6e78ab,Other,274
54,593ba47b6c27423b9818d0fd24a16661,47554a26bd48497da0f91e3728ef6675,Other,274
55,baafd5fc6f454a1cad8f9626555005d2,3f223c7b7d364ab1b281f3836e1d69cb,Other,274
56,00d405da29124997990ccfed5a0992ec,5a1ab3a7033845f2af0215e63767304b,Hospitality & Consulting,167
57,b86fe19e2695411199fc4fa8685aebbe,648f5e941a5445d48a2a4c4f62326f09,Hospitality & Consulting,167
58,f9b6d10886bf44e8b24148cf50621ee9,4f360a9d362c47e08f26d8aa904cbb16,Hospitality & Consulting,167
59,fe41cc71e6874532b55adfbc422ccbb4,f43803ba80d54f838f208a4e2096286d,Hospitality & Consulting,167
60,372efc2ad36d422ea0a0e62f45b200ea,aa090ce3d99944e6900959d914c0a7c0,Other,274
61,4fa5fb3c49d34ce9a61f0114a5b6ece5,feaaa1c444bd4f739431f69a63720989,Other,274
62,524bb83b5a184b1093ce0f62e92d56a9,db903b37d4d243969e3a9087f366fa82,Other,274
63,5d60451cfe3641509d35ad780ec8fe61,d047182600224157ae516e2c2a6af4de,Other,274
64,745659e790094192bde6c6ef81e3ce1d,9ba6da4dec704328b750aba9f962a366,Other,274
65,7c932c42238b40f4ae656f5f00c3a510,b8c30745a99f41eeab5881d72d4e2ca0,Other,274
66,8665633660014c8ab7baada1aa366109,4d4fed18596a494480c6aabd7e69889b,Other,274
67,95775de6dbb04686956bb84f2cf30a9a,1103b7d2923f4497acfd958f22ff486a,Other,274
68,9fb8bd3433d74f67a7c17da52e71c2e6,594a77ab7fbe4c23aed75717f052859f,Other,274
69,d33fa6ba663d4ef79a8ebb97e588ec2d,eb40db65615c4dabb886d3790e32e278,Other,274
70,e32a0e68932641d08ef006ad0aacffa2,a3a1ec0675ff46cda33a41c736bf807b,Other,274
71,9822fddb826c497387da2501fc6be8d2,12425808ef894574a149c7147bad5efd,Other,274
72,cb7d6e9748794768823bafcf58caa025,cec793502ef04f1e91f7080477756eec,Other,274
73,d2f4d580a75a4e29a3ee225722622044,9006ffcf0f9c41c68e25472c7451f3fc,Other,274
74,ea715237e1a947dd8bc409985e2dee9e,dae2bdc75d27442ebd77a0f40a9c2aa2,Other,274
75,f362833053e54c919213936c0b192317,30e1a74cdd7d4c18ac3109a93021ac51,Other,274
76,fa362cb8334343e0ad4b16ca874f3fd2,86e882ace303481987d7423012830b26,Other,274
77,3c67fe4c6ae7436da526c19b77465d5f,755645a449a849f3834d4ee1cc456f26,Other,274
78,648645c66dd54652b55ddf58b047b3fc,0f5ac5255fba4228929a45e3a1ecfe04,Other,274
79,b46a4d68a59841eaa3b67cffe5ae3a76,a9f269a8962146c3bf12ae074da2c68c,Other,274
80,f5dab822f15f4ea38bc16a06a9ee8db5,4e4f804b65dc45fbb6e29de5db274d0e,Other,274
81,8bf85a1c2b224a7aaba8c1199f11ceb1,ecbacbb08d8540a8961f7404713c046d,Other,274
82,c177a08b702d4f2a8f9f77ebaf023ebe,b8321456238e45428e0424a638b553c6,Other,274
83,faeac60353ee43bcbf9d1e0cdf1e4d08,7f4ac3323beb4dd1b3503e3cb7f3c0a6,Other,274
84,ed176712ec8c48488ab37128cc701275,2f736ed64b354b2d91b9fcf38589f9e7,Other,274
85,e05d49a06e574b16937150b0b6fc1f91,206b36b3f3a7454ab8438068a196381d,Other,274
86,da6c7c995e6c4c2097460c4559f1b29b,e2c8b65b597240dc87ab0e25d61159df,Other,274
87,dc487afe16d140b9af28c1c50ce9fe9c,09a92f163784451ea15410867aa4cd0f,Other,274
88,929a07cfd0894eb99d92e1f4134c36ff,d6cd63b357e34d0ab61fd45eeb5ef8cb,Other,274
89,20557646f4fd4c3c9e10a53d2a9339e7,c6a37b7d02674cbdb287ba82faa24a98,Other,274
90,c2cef8895c1a4a8091dd3cc7eca09b27,85ea56d377344ec1aac5312c6e675c69,Other,274
91,105b8728d4cc44e2bf556a0125540b8c,8b4e0f31332644ac8b928151de4b0662,Other,274
92,3fe0b50f06444a2489e1ae707afb74c1,4570cb0d84d6478bad46e9b1741e4ec9,Software,328
93,a57ee011f87240cbbe83a215243ef70d,af52ead247f0441b997c44f075ecb5bc,Other,274
94,7561394a2c6b48168124184b2317a028,a56fa162e7fb4626bb459a966f30cab2,Other,274
95,8e16e6c4eca9400a9734cac0a39d70c6,50b6372b3e854d04b8517169c76973aa,Other,274
96,9a8c6d38dbcd46d69a91a1773bd5d63d,fbfd50e0ecfd4e8fb6e815c7a6b66278,Mobile,249
97,14e3cc02accf48f4bbfafe1697f6c553,20af10c44d0f4a0986b9fdbe7d1eddc2,Other,274
98,34f033dc571c40fbab5ce4fed0b057e0,a9037a6f0bd546ccba8d0b1e7c4a5574,Other,274
99,4e49aa275f3c4664b3dd77a1ca79fe2c,27cf07eddfed476789b4411cb65fc77a,Other,274
100,61baf191525b4a10aeca26fcd4290ad2,799f7674c1fd442ca7e6f98a2d9225f5,Other,274
101,8c4d0af6b68544d89a4d1df7dc1894f1,d081943d0aa6427fbee13a3bc31d4207,Other,274
102,b3b29fe15c864ccb81578fc55a551d34,e4af6d3eeee0496f90b28d223ff279d3,Other,274
103,bb970f8ada00459d8e87079b61be5cda,880b864feae444d6b3465556e4df1095,Other,274
104,ddf4482984224aae98c92f23efbbcfd6,947aed51104c4fc6927b8b976a23daaa,Other,274
105,f1dca534c8f94e60a2cf076ed2f062d9,f227847e08024cb2a6b1025f2766a3d7,Other,274
106,02a8a9a67fb4420cad28401d9d1b37a3,7f3aea0e7e7f416ba2cc7b0ffe8297be,"Healthcare, Pharmaceuticals, Life Science",156
107,1fbb2ba426b04ca2b341055caaf9b415,213dc35787ee4c82815d3094e098e125,"Healthcare, Pharmaceuticals, Life Science",156
108,9fd66ab6220a4f37b440c4035c059310,87509f2fb44f4ac79caf5a01a7fb628f,"Healthcare, Pharmaceuticals, Life Science",156
109,c9e3de6275934e9b9f038938be2dbeb3,7de01ddb9efd4ae6a8b235d916642f60,Other,274
110,c831becfcb2b43238ea940c685e4fea3,aaf3ad4278f44929a10b00e4863538b8,Other,274
111,00bbc2e889c54feaae9f9afe1215ef6f,165eec1a177b48fbaa5c5f38b062a6db,Other,274
112,07bef029c9f94e589cbc25fccc6afcb0,5f60bf04681248178242208fcc54254e,Other,274
113,0aa4b2fa941d4d26bf7236f3f85e3c61,6ba2deb7dea94d5badf52ab4b1e40ef2,Other,274
114,1f51c5c36baf4c4f928946fd7bd8785b,f12094ffa2fa4263b674fe43a81b7f84,Other,274
115,1f6dfc42f34f468185c921c8f804f568,a310dc0e090a4a618b629b25773f0f68,Other,274
116,43c06ab613db49a7b02d4e7fbcc65365,13277979c93a418ba4a8f9b32a21dc8e,Other,274
117,4ca0899b874a4d11aa9ef7a5ebe0ace9,ffd76f9b8b13430eb4fe6788c2b1b0b2,Other,274
118,65fc1d0c828140d98dec36a4f61e24e1,c5ea531aa2bf482b93fc07464f6bb19c,Other,274
119,6ec08061a81048c893044543533f587f,9088783a8b4441aea1e81a88d4d0f04d,Other,274
120,7bfd508f591d4d48a4da6fd1e2e18859,2d79e5b22b774ea989375155659df500,Other,274
121,97ca2aaf658040eda315003d4981a96f,0b7a434694c047eeaeae81cc63f2e0da,Other,274
122,ae59ef32872242349e75eb0bf2429fe7,48761c928c3141c2b2a056850ad9d9a0,Other,274
123,d7a925766f0d42a9be38256f9fd41c64,357f1e344b854d74ab0a159481424972,Other,274
124,1d9992ac33c74d10aafe24af23b19ba7,801b1aba1b5a4cb99e7f9b37b556da8d,Other,274
125,0dc88cb0e40e4f0883d40f1dfca31b23,8dcb0fb92f2f4a658857da2d1bbd1678,Other,274
126,129ad79ae0e8403f966f1048a19edb05,a830ea5c62df4bb5bd9bdec5de5eded2,Other,274
127,18d00ad4f2c44f97820d72c438f2aedf,e406d9444e5b416a8a0c4737ccb5a7df,Other,274
128,26a117d29ee345cea2e623dbb7ef6a3c,c426d099145a46f79b4990f3bf2d5ab2,Other,274
129,26a9c8637c974ca4b3bff1ccb55ed8ae,e3697170e1b1425f9d149cce1415fffe,Other,274
130,3947743c8dea45fc8cc9897c2a8ff3f4,79e632e2223e42818b668a66d11903e4,Other,274
131,5ac151e26a4042bba475073f6ec772fe,ec23f318f5e34bef8f8dd6eadaf756c2,Other,274
132,5b472a5a3e8845aab9dcc40f396b46d7,2f93b0539c574844bbfbd80c266ac11d,Other,274
133,6203406e05a347958763646031f484af,d6a5cfaca6b448a090db726df8ae0e77,Other,274
134,6bd6a89d7fdd4039b537f85d97e9fe0b,7d0d05a025b544c48ae7a245d55777e2,Other,274
135,7bea614844814529bb5336eb4961c049,163d3f7cae174898823c47845d052dbb,Other,274
136,8b30fac9227e47c29b193561514abc08,5da6f00161524bf699b3714a26d54c26,Other,274
137,9c941614f5424fdca43f79e53024d7bc,b219cf4371e94a808490ce6b7ea1bb72,Other,274
138,a6bc1b3b000e4ba4a7c308afc9372410,230a7934fb9549c0b56376467db2a028,Other,274
139,c40b3ef9128d4c1181cf7be68e326a79,6560187121384a9b86c53784b5d50637,Other,274
140,cb1faf3e0697456b9009bf782a6af73b,93cd781b567b4bf79407fee147a72cb9,Other,274
141,e8e25feea6234d549a7a8fb7c82ce9e1,7a61eba8cd2d4ce3985f02b572a6a18f,Other,274
142,01e57b939e2e4d018dea0aefee6b5ddb,b5ad68eff41447d2a353886f57933def,Other,274
143,38b8dfd14ad7435685c905f8e6a2b1cc,00fcf5db59a54f65b32ce6e0181e2e53,Other,274
144,8df2a0be2a1a45aab5fd9fd0055209b3,708fbff6fea94415a3f95a3c51403e34,Other,274
145,96e2d53761c84cdf9fe2bdee4149409d,624e8f672c79466b8a3bbb85c7d1c47d,Other,274
146,a023bfaa2b4b4a638ae2d12f33ed00e9,71744897368a4dec891a401ff78e63bd,Other,274
147,e3cd484366c8479abdff33443368c961,6ff86c6d4a2046e7a1de43ea414731a7,Other,274
148,826ea84b99f947299740ae07d3a4667f,fb31be82dc3542aba50a36f154750e1b,Other,274
149,375a8a4c3b7341b08377ca8a4fd8fd54,324b934ed7204799b320c63273e6f30f,Other,274
150,d1c3be532ab2411590b8910f33f86a41,93e0747fe83c473d94725fb2f44c625b,Other,274
151,78404726a99947998e51fbfc057713b5,3fef2754c9004a258823db50a333409b,Other,274
152,e52cbd712fb94a71a75df75da936de91,282640d574344d0fbb79a1a364348457,Other,274
153,4de93a442f1c4291998902c0e76ce0e3,6d2989a575d64b1089b8b90700a37a70,Other,274
154,ebf600c220274737aaca9367e389804b,52234bc51aa3439b80ab63c15f62d090,Other,274
155,223dface894e4b97a3b9c4ae806524d5,bc5b3c94f6854a6a9211f30ce1c052f8,Other,274
156,1f6e2982a02749f6bff4d710c514d8a5,b107e49a0b61474b94ac0bcc91867a41,Other,274
157,2ada7da58ce34671869e551f7c6f018e,bff528ff5a4843d1ad0f62c6312ec28e,Other,274
158,3439767bfa2f4dfa93a4dcf1d367beb0,31a0cb179a184ccb955549c4148c9a0f,Other,274
159,35c24ef4fd644596b6751088f39fc14e,d81499f78d60420a9e4d6ca99af2b6d5,Other,274
160,b537ff9235b44e558314de73ce404a6e,c235416111d04edc950f76d4374381b2,Other,274
161,ff370f5516984405be75626575377889,d7ccd7bece7e4e48bdd1c3c23b4053d0,Other,274
162,19c97a407e724d40aa18cb0b76b352ca,ac1f842f48394998a3fcc0ad2d7e8c3b,Other,274
163,2dcd56aa95de46cba3d5f391a0d7ec5d,72855a119f074bccb6562c9971afffb9,Other,274
164,e7162f1589034a478b99b87190ea492e,d9adda6a098d4485846f9bea920f51e3,Other,274
165,06ef3395a6a542de9bf3499c8ca87f01,3147b169cd4a4f71b9db4bc28ed59573,Other,274
166,0c470a53ccfc42cf8015e1552bf3d0b5,c82b73e8e5e7467181e2b6dde7261888,Other,274
167,06c03b18ba5d42a7aa190f6c3065cf2c,20fcbeac7375423fb2bae52afb06acf1,Other,274
168,34dbfe493d284c58865bdd17620a9276,acb52b598a5044a0a48b0e73f9b891d9,Other,274
169,58139c6f7aaa4293afe397ab16515d6a,c93067c752b24acf8087cea17d101ab9,Other,274
170,64aa1fa4016a4e929e0cd89179f7479b,edcf21214e78423496172906aae814a3,Other,274
171,2ddbd63e66614203b3fb5fbb6700647f,a4936263b19243268d71fd99f98a7fcc,Other,274
172,9cfe4b4a884e411d947f79edfe0672ea,e7aa1d0e35f74c0dbec7513e5bd6d76a,Other,274
173,579245b8df264e6e8bcf1a2bb081ac20,fd1928c9550741ec84b6867c2cefe4e5,Other,274
174,4a8bbf58e097432e8cb82a0d781cf5be,dd41ab53764b4fc89bd3a4fecf7a7e53,Other,274
175,a5c89dbd5e3e49efbe03c8dcf4065806,645ca4c076284f01b1061c41326afaaf,Other,274
176,e9f134f3be324036b1315d544a53dd40,828eeb492a474b6b861993c5d6036b62,Other,274
177,188f4c997f7246f9bfe3e446b5298ee8,da22d537149947c0b27b9cdbab9a51a0,Tech / Legal,341
178,1b63cd13455f4f0189ffa9c161fc13ea,ef3c60fb19a64f44a9b5554f6e5dc9a1,Tech / Legal,341
179,6930f0ffcce645e7997cc70b76cdee5a,91ada0f8cd9047e3a208d7db60b93913,Tech / Legal,341
180,8d2a17d92fba46dc9d0ff896a56898d7,da2074ed86db471da61b30b872a0eb72,Tech / Legal,341
181,8ec3a3b28f76401d930009f68c8d74e2,17b9aad3e76242328cb85fa4f379f68b,Tech / Legal,341
182,e36df3260e4b4728af8fff6a3e0d2206,9bc97cfb0da54ecf9c567f0c125f141c,Tech / Legal,341
183,0bace93137f9445e9661ee13bfa78d02,a58418696c8b45f6a0565fd064dd1038,Finance,124
184,11a7c481598042ff9f0d1df39a05b7e9,42de5824dbe14306b2e4a8377811c133,Finance,124
185,2afdffcd065b486b8998f5bb8d39945a,e86975fb3ae24ce9868befc97ad0c6bc,Finance,124
186,2bcea3782b1247628b05e38544edaca6,4d985a0d105b480ea91e766e6776b7e8,Finance,124
187,2db032c49daf41ac9276f74114179830,017a24165f904f86a890a08e45547373,Finance,124
188,3ec43c33c40f43b3b6d5db74f02e4318,6d31b919604d40fe879c4c104486666d,Finance,124
189,785847e02f0e4ed4a38c198673feaec3,f0ba4502718146fcab37fddec75b3a1c,Finance,124
190,7bfe28009ced442090b95ddb456071c0,8da6376092ff490697fbc68f63021a4a,Finance,124
191,a844c51085bc4c7e8b031e4334e00f97,690c2c8ecf7445a8b753586fa0050504,Finance,124
192,eb35b25eb1714313b2961441ea34d940,878258d8ba7b4f339f7dfdb583eee819,Finance,124
193,cf3bda9e7ede4da7878d0d8faa47f93d,667fb7cfa5ec43b89bd31d220c82ce64,Other,274
194,a262d0301e244d6fa559a4c3f16ddd92,767ef72177a449d99089501620c063b2,Other,274
195,fc380ef1bc6e462fbdf96e9a33f08dd2,1071e9b2edf044d1ad21232748da5d33,Other,274
196,64a370d729c94c4e91982f3180b210f9,46bf3c8e603143449706d4344b1315a4,Other,274
197,7be989a647df443fbf406f2495709512,0c67f67480d24e6cbaf3a2696366fab9,Other,274
198,1b130c0c33ce4fe9b3e0ea5d5f57aa96,d9de9af7f9734a24ac559825bd7d5e26,Other,274
199,86436fbc90cd4413ad21555d4f66316c,185a24aa5c86434b9a7bba4c8b9e64ca,Other,274
200,9afebe48294b45bbbf3cee0dc29e848f,63f7d1f46c4d459c869f2c5b5ea2a3c2,Other,274
201,3140d6f460fd4b318ca79820a101502b,dcb7a6fc2c584c72b433e9b15486a5f9,Other,274
202,d0116293141f47a896562ba287c31568,1800b3dfcf214faa81991192f10fecb5,Other,274
203,cf6b6255d7594ca9945e15f5a801152b,867ef0b571c54d43b40d3aea8756ed69,Other,274
204,5322f88d1b6f4ac2b330924250944fa9,306436d061db40359a35848fcd20ea2d,Not for Profit and Museum Management,265
205,5893f5f1d4b44a31a934af1d76e6abe6,cb8e3651dba44fa8bd0afc5ec6ab6630,Not for Profit and Museum Management,265
206,5ba467d11ff34486a5b281d873450c49,3efc1729583b4af29f166aa9bd042132,Not for Profit and Museum Management,265
207,6345fb5ba79b4d86ad367ae78b809e7e,9592b2ccd7664819b62030288277ec3f,Other,274
208,795db4db003f4aa8b38e32f17f495c00,266dccfed0e44a91b84f3e8736757a5e,Nursing,266
209,83f62400652e4a40b2eb52c6d251ece4,c62d989edfb64dc2892e1990c4bb594b,Nursing,266
210,873e449cd4f5451e8678ac3b38968d2c,09f500d492664aeb9c8e9de3849c773e,Other,274
211,f1c39c95e0974870926f903e9a8dde75,231fc3e19860422a820a8348db08146c,Other,274
212,95b65f275e524b5fa1845d65a64b03c7,9100a02075df49a0bafd8b2a15d0e24b,Other,274
213,1d4a6b357c084529923a1d45f56e408a,98d9e88070a34a46882ae7e8d5a36e36,Other,274
214,2e28a56e22cc4835a3037ec1a4cd9135,cbc912e669ed45a1a486c136d85ee36b,Other,274
215,ccec36945ebe4cb182dae828f0fde868,93a15442a19b404986f002e440b36d16,Other,274
216,662a34fda1934abaa159dd92d80e3ad4,49348905b9084649b7220bab85834a34,Other,274
217,15eb9df8c4d7411a9a9e178cc5355884,1999024390be442dbabf3d7489c8d48c,Hospital & Health Care,164
218,54eff07a465e425c9a4d67e8cd7bf03d,69f4846f1bd2491d9e9972bef47081d9,Hospital & Health Care,164
219,6131a2f45b5a4cd9af1b717396a77430,527c42e61e2c4e83afcd88a777e5582a,Hospital & Health Care,164
220,864145bfe5884069806a55448575ba46,d2467f12c43f450fb8d840450966edfd,Hospital & Health Care,164
221,865a7cabd3cb4447b24031a85297cb6d,74a2aec6c80f4c93958a6731e82b3c59,Hospital & Health Care,164
222,abf9a69a7afe49cb9afc618ac311c84f,1cd3fb5f7fef48d58d35fc1a5df7ccb5,Hospital & Health Care,164
223,b66a337d9b184ba4979b143070a7198f,3a78f70ab27c4294bee5247bca3cd866,Hospital & Health Care,164
224,bd814b4d534a4870b779ec0076e59d25,c386f95a170e49c99d39adcd4131ab4b,Hospital & Health Care,164
225,d9a0d575e40b4ef6bad6c918856a4566,51f64c75f5a24cefa4b47d4c92ed3a21,Hospital & Health Care,164
226,ff61e9c5edab4730b95b9b5a5ad22521,f30c11fc50c1416ab0bb8832b2fcfb75,Hospital & Health Care,164
227,3a006f5f758c4487a26ca33ede0535ea,e5b4e6fabe4c4918bb7c3bc63d0b69b0,Architecture & Planning,19
228,cb0a06ce2afa42e1b7ea58ddc7624d90,427884c4120e4cc9b0d941f16185549d,Architecture & Planning,19
229,02b4da1dec564e8490f33f02bdd8ef30,755704be7231469aa26543534309dcd2,Financial Services,128
230,21af038ef677481bb6128e0982cadac2,c9e073c17158416d944e96f7ca945184,Marketing and Advertising,222
231,276c2f0a3be04d11a57d4d37dda7d6d8,ccc557f9fdd44535b47b7ab45ed6e879,Mental Health Care,239
232,0da09db7e6ad47389405fd4fa9e94067,9a09e375dcf34f19896c1e90b72c4e14,Research,309
233,33b682ee4c64449baf17773faf2b376a,9d2e5c34b3ce4750816dc3e3a2d1ad62,Research,309
234,4ac99bf9004244d6b61abb67c41e5b89,3ce748b2386f4c3fa60ed0ea3e9d64e9,Research,309
235,5694a1c968114b2283bda2454222fe3d,30795b027af64ff4902bf0d1c61d6935,Research,309
236,5a3c6d9104264b1491f1a14d2e5a2cd6,276a842bb0d54c928d6f8a26716de0ea,Research,309
237,5efef770c8ec412193ff0e6b974c188d,fe6aef8191784500b8afc45ccb5fe842,Research,309
238,a5681636e0de4999aa3d7a9a90ffa56b,5139909be12e4b6f82ff31ed2fbdea84,Research,309
239,b701f6a5c11949cf904b327204a6d84b,3d0466a37a7447ae9affc8b9d7d04d9c,Research,309
240,6a440260db87408ca36debd8e5a2e12c,8aafbf867cd34ca1bd28fa892a1ef0c5,Information Technology and Services,181
241,58e2d8c331084a4aaaf51dc6b6978c8b,eeff47e6745f43659aca4a021450cd98,Nonprofit Organization Management,264
242,613804f5e08c456c856beec5388f5f0b,c6cb947f17f94a9e9ef676ad780fb4eb,Nonprofit Organization Management,264
243,7f608faf5f1743db885ac4af6fbcb2a4,3bfecd38ad09466e8e8986182b5bd47f,Nonprofit Organization Management,264
244,80e451a706d14fa7ab14080cc983caee,4652178d93524b4d93904c4e49325173,Nonprofit Organization Management,264
245,44180896810b4a0381300968a834a399,1c33c6faa51d42ab990f92d4209d4f1d,Civic & Social Organization,49
246,5d54d4981ea34b6aa68ab90947ccdf7e,6450eb83bf5543d7876c4932f0506707,Civic & Social Organization,49
247,6d505da14b074f6fa3e3fd1df3a1bdf8,397c63e807014b45b64ab5bdf7531398,Civic & Social Organization,49
248,8f4695efc5614a8b9e3f4a19191df711,2a65d5d8b71a4ca0a5eaa350d9680d52,Civic & Social Organization,49
249,95b66062d0964cbbaa5b82c67ab89fff,0716740650864f479eb43e1054ab1b51,Civic & Social Organization,49
250,c9c779c2061248398799761617f25c17,df0eeac6921f423cbc5b2f6e52f43f23,Civic & Social Organization,49
251,ef77b472e7fc424299b7b93cfba06760,af94f61fdf904f75b274012f04fb3a07,Civic & Social Organization,49
252,00c35c40a847415ab369704238ecc233,abeebe85c0d64a0b84d1fe4a038ceac0,Hospital & Health Care,164
253,02bb0b353a134b3ab6419f3363403e84,fc6cb34eabf14aa2bd371bff0812eeda,Hospital & Health Care,164
254,096853349e3f4cc98cc4dc087eff65c7,ec8bcfb6f02648c19b2bfd8965f0bc88,Hospital & Health Care,164
255,0a23587a96e6475cb9e0b04e76908016,5948cd9f66204bb1afac7cd1a0ad1212,Hospital & Health Care,164
256,0aacfcf9487e427db52ed486bd55fc64,1df16961bdb84b4698bf4e12da9df2c1,Hospital & Health Care,164
257,118f0699d09f4470aba7d0df5adf763a,bc798e47163341b0a4a999a3865b8b47,Hospital & Health Care,164
258,12f41553094442d5a2e90280e2faf879,8564caefd41d4ad9b6eb0b023c690bcf,Hospital & Health Care,164
259,275bbb85e5d84ec096caed4c60320add,8ce2445b11e340a781934c66db0c6de7,Hospital & Health Care,164
260,28625136c8f1474197d72ce2eb9d1d8e,257224ef1d9249ae8e4b81a7e4a147fc,Hospital & Health Care,164
261,2eb0a9459f2a4dc8b0ad3926f2b5f64e,af9db1bc8952438da314149543c392a3,Hospital & Health Care,164
262,36876c32e4d44d56a6f56e3577e369ea,98d7fd14c2fa46d8bf15fcaeb91cdb21,Hospital & Health Care,164
263,37798ab892544d0c9c483ab2d9bf9a0c,df46ecbecfe6474da527cca37fae642f,Hospital & Health Care,164
